SN,Btw,Trial,cSrc,cCue,cPE,IMidx,IMname,CueName,Resp,RT,Corr,Conf,cRT,aResp,aRT,aCorr,aConf,aCRT
5,1,27,2,3,2,136, man182.jpg, cue_3.jpg,2,2.1155,1,4,0.6667,4,0.416,1,4,0.2365
5,1,28,2,3,2,203, man279.jpg, cue_3.jpg,1,1.0958,3,4,0.3457,4,0.3517,1,4,0.2035
5,1,29,3,0,0,187, man253.jpg, ,3,1.3204,1,4,0.2405,7,0,7,7,0
5,1,30,2,2,1,12, man022.jpg, cue_2.jpg,2,1.2283,1,4,0.5042,1,0.608,1,4,0.4569
5,1,31,1,2,1,232, man322.jpg, cue_2.jpg,1,1.8673,1,3,1.371,1,0.6395,1,4,1.0953
5,1,32,3,0,0,67, man096.jpg, ,3,2.0783,1,4,0.5642,7,0,7,7,0
5,1,33,2,3,2,78, man110.jpg, cue_3.jpg,2,2.3405,1,4,0.8497,4,0.4479,1,4,0.2666
5,1,34,1,3,2,157, man208.jpg, cue_3.jpg,1,1.4127,1,4,0.441,4,0.5119,1,4,0.192
5,1,35,1,4,4,46, man068.jpg, cue_4.jpg,1,3.0688,1,3,2.8754,4,3.7116,0,2,0.7749
5,1,36,1,1,3,8, man015.jpg, cue_1.jpg,3,1.9937,0,4,0.344,7,0,7,7,0
5,1,37,2,1,3,79, man111.jpg, cue_1.jpg,1,2.2706,3,4,1.3906,3,0.4477,1,4,0.2872
5,1,38,1,2,1,146, man193.jpg, cue_2.jpg,1,2.9216,1,4,1.3583,1,0.3524,1,4,0.3257
5,1,39,2,3,2,57, man084.jpg, cue_3.jpg,1,2.8769,3,3,0.948,4,0.5753,1,4,0.2588
5,1,40,2,3,2,75, man107.jpg, cue_3.jpg,1,2.7487,3,4,0.6654,4,0.3839,1,4,0.2368
5,1,41,2,1,3,94, man129.jpg, cue_1.jpg,2,1.5261,1,4,0.4697,3,0.4155,1,4,0.4152
5,1,42,1,1,3,201, man277.jpg, cue_1.jpg,1,1.9872,1,4,0.527,3,0.4159,1,4,0.2945
5,1,43,1,3,2,24, man040.jpg, cue_3.jpg,1,1.1832,1,4,0.3007,4,0.2875,1,4,0.2237
5,1,44,2,4,4,72, man104.jpg, cue_4.jpg,2,2.3663,1,4,1.019,2,0.5115,1,4,0.362
5,1,45,1,3,2,174, man237.jpg, cue_3.jpg,1,5.2159,1,3,2.1007,4,2.0479,1,3,1.7341
5,1,46,1,1,3,66, man095.jpg, cue_1.jpg,2,5.1864,2,1,1.3688,4,1.151,0,2,2.6386
5,1,47,1,1,3,112, man154.jpg, cue_1.jpg,1,5.797,1,4,0.4634,4,2.5281,0,3,0.8026
5,1,48,3,0,0,134, man179.jpg, ,3,2.4065,1,4,0.2712,7,0,7,7,0
5,1,49,1,1,3,104, man141.jpg, cue_1.jpg,1,1.3384,1,4,0.4339,3,0.5753,1,4,0.2622
5,1,50,3,0,0,185, man250.jpg, ,3,3.9044,1,3,2.4591,7,0,7,7,0
5,1,51,1,3,2,161, man213.jpg, cue_3.jpg,1,1.9951,1,4,0.6931,4,0.6077,1,4,0.2869
5,1,52,3,0,0,178, man242.jpg, ,3,5.0003,1,2,0.5655,7,0,7,7,0
5,1,53,2,4,4,61, man089.jpg, cue_4.jpg,2,1.7641,1,4,0.6337,2,1.5682,1,4,0.3647
5,1,54,2,4,4,29, man047.jpg, cue_4.jpg,2,1.8905,1,4,0.4028,2,0.5122,1,4,0.3318
5,1,55,1,1,3,121, man163.jpg, cue_1.jpg,1,2.8507,1,4,0.6034,3,0.9277,1,4,0.3301
5,1,56,3,0,0,48, man071.jpg, ,3,2.6573,1,3,0.7535,7,0,7,7,0
5,1,57,1,3,2,225, man311.jpg, cue_3.jpg,1,2.9511,1,4,0.8585,4,3.3277,1,4,0.3302
5,1,58,3,0,0,144, man190.jpg, ,3,3.8104,1,2,0.4019,7,0,7,7,0
5,1,59,2,1,3,96, man131.jpg, cue_1.jpg,1,1.8922,3,4,0.9509,3,0.4796,1,4,0.3941
5,1,60,2,3,2,59, man086.jpg, cue_3.jpg,2,3.2624,1,4,0.437,4,0.3197,1,4,0.2281
5,1,61,2,3,2,65, man094.jpg, cue_3.jpg,1,1.1837,3,4,0.3016,4,0.2881,1,4,0.1956
5,1,62,3,0,0,97, man133.jpg, ,3,1.0248,1,4,0.21,7,0,7,7,0
5,1,63,3,0,0,153, man203.jpg, ,3,1.0253,1,4,0.246,7,0,7,7,0
5,1,64,1,2,1,13, man023.jpg, cue_2.jpg,1,2.5289,1,4,0.4383,1,0.3202,1,4,0.2933
5,1,65,3,0,0,170, man231.jpg, ,3,0.9902,1,4,0.1802,7,0,7,7,0
5,1,66,3,0,0,6, man013.jpg, ,3,1.1217,1,4,0.2421,7,0,7,7,0
5,1,67,3,0,0,16, man027.jpg, ,3,0.9736,1,4,0.1804,7,0,7,7,0
5,1,68,1,4,4,23, man039.jpg, cue_4.jpg,1,2.7207,1,4,0.4952,2,0.4165,1,4,0.264
5,1,69,1,4,4,177, man241.jpg, cue_4.jpg,1,1.3139,1,4,0.379,2,0.3516,1,4,0.2978
5,1,70,1,4,4,239, man333.jpg, cue_4.jpg,1,1.3161,1,4,0.2507,2,0.3523,1,4,0.2263
5,1,71,3,0,0,209, man289.jpg, ,3,1.5334,1,3,0.6527,7,0,7,7,0
5,1,72,2,2,1,63, man092.jpg, cue_2.jpg,2,1.6066,1,4,0.4987,1,0.2561,1,4,0.2579
5,1,73,3,0,0,120, man162.jpg, ,3,1.0366,1,4,0.1768,7,0,7,7,0
5,1,74,3,0,0,119, man161.jpg, ,3,1.4063,1,4,0.3068,7,0,7,7,0
5,1,75,2,1,3,200, man276.jpg, cue_1.jpg,1,1.3554,3,4,0.274,3,0.864,1,4,0.193
5,1,76,3,0,0,229, man315.jpg, ,3,1.95,1,4,0.1228,7,0,7,7,0
5,1,77,1,2,1,149, man198.jpg, cue_2.jpg,1,2.8604,1,3,0.8841,1,0.8318,1,4,0.5231
5,1,78,1,2,1,114, man156.jpg, cue_2.jpg,1,1.1308,1,4,0.2823,1,0.3197,1,4,0.2887
5,1,79,3,0,0,98, man134.jpg, ,3,0.8422,1,4,0.1184,7,0,7,7,0
5,1,80,1,3,2,160, man212.jpg, cue_3.jpg,1,1.6388,1,4,0.5926,4,0.6075,1,4,0.2065
5,1,81,1,4,4,36, man057.jpg, cue_4.jpg,1,1.6753,1,4,0.5009,2,1.1514,1,4,0.3667
5,1,82,2,3,2,220, man305.jpg, cue_3.jpg,1,1.1559,3,4,0.2436,4,0.3518,1,4,0.3298
5,1,83,2,4,4,56, man082.jpg, cue_4.jpg,2,1.313,1,4,0.3136,2,0.7678,1,4,0.2676
5,1,84,3,0,0,224, man310.jpg, ,3,1.188,1,4,0.7552,7,0,7,7,0
5,1,85,2,2,1,128, man170.jpg, cue_2.jpg,1,1.673,3,4,0.4664,1,0.2879,1,4,0.2574
5,1,86,3,0,0,188, man254.jpg, ,3,1.0979,1,4,0.1415,7,0,7,7,0
5,1,87,2,4,4,206, man283.jpg, cue_4.jpg,2,1.3723,1,4,0.3064,2,0.3516,1,4,0.3258
5,1,88,2,3,2,230, man316.jpg, cue_3.jpg,2,2.3008,1,4,0.1872,4,0.832,1,4,0.1922
5,1,89,2,3,2,19, man032.jpg, cue_3.jpg,2,1.2771,1,4,0.2472,4,0.256,1,4,0.5129
5,1,90,1,1,3,91, man125.jpg, cue_1.jpg,1,2.1766,1,4,0.4044,3,0.4797,1,4,0.3032
5,1,91,3,0,0,62, man091.jpg, ,1,2.8877,0,3,0.6858,2,0.6719,0,3,0.4513
5,1,92,2,1,3,102, man138.jpg, cue_1.jpg,2,2.7583,1,4,0.4661,3,0.3835,1,4,0.3338
5,1,93,2,4,4,237, man330.jpg, cue_4.jpg,2,1.443,1,4,0.2158,2,0.3201,1,4,0.2243
5,1,94,2,2,1,76, man108.jpg, cue_2.jpg,2,1.9003,1,4,0.3154,1,0.2875,1,4,0.2263
5,1,95,1,3,2,14, man024.jpg, cue_3.jpg,1,2.3312,1,4,0.3159,4,0.2555,1,4,0.1945
5,1,96,1,1,3,11, man019.jpg, cue_1.jpg,1,1.8554,1,4,0.561,3,0.4154,1,4,0.2921
5,1,97,1,1,3,150, man199.jpg, cue_1.jpg,1,1.5356,1,4,0.2386,3,0.3197,1,4,0.23
5,1,98,2,3,2,163, man217.jpg, cue_3.jpg,2,4.6737,1,4,1.3891,4,0.3197,1,4,0.1964
5,1,99,2,2,1,129, man171.jpg, cue_2.jpg,2,1.281,1,4,0.2181,1,0.288,1,4,0.2899
5,1,100,2,2,1,50, man073.jpg, cue_2.jpg,1,1.0216,3,4,0.1783,1,0.2556,1,4,0.2711
5,1,101,3,0,0,204, man281.jpg, ,3,1.8652,1,2,0.8582,7,0,7,7,0
5,1,102,2,2,1,194, man262.jpg, cue_2.jpg,1,1.7405,3,4,0.4671,1,0.2877,1,4,0.2904
5,1,103,1,3,2,22, man036.jpg, cue_3.jpg,1,4.0588,1,4,1.3919,4,5.6958,1,2,0.6139
5,1,104,2,4,4,35, man056.jpg, cue_4.jpg,2,1.7292,1,4,0.2806,2,0.6398,1,4,0.2246
5,1,105,3,0,0,223, man309.jpg, ,3,1.3247,1,4,0.0848,7,0,7,7,0
5,1,106,1,2,1,86, man120.jpg, cue_2.jpg,1,2.2147,1,4,0.3776,1,1.2158,1,4,0.3257
5,1,107,3,0,0,117, man159.jpg, ,3,0.8777,1,4,0.1527,7,0,7,7,0
5,1,108,3,0,0,28, man045.jpg, ,3,0.7433,1,4,0.1521,7,0,7,7,0
5,1,109,2,3,2,54, man078.jpg, cue_3.jpg,2,1.3831,1,4,0.283,4,0.2241,1,4,0.1666
5,1,110,1,1,3,181, man246.jpg, cue_1.jpg,1,3.2664,1,4,0.3153,3,0.5754,1,4,0.5174
5,1,111,3,0,0,20, man034.jpg, ,3,1.1887,1,4,0.2103,7,0,7,7,0
5,1,112,1,3,2,234, man327.jpg, cue_3.jpg,1,1.2466,1,4,0.1862,4,0.2878,1,4,0.1973
5,1,113,3,0,0,196, man268.jpg, ,3,0.9301,1,4,0.1547,7,0,7,7,0
5,1,114,1,2,1,4, man007.jpg, cue_2.jpg,1,1.8661,1,4,0.3788,1,0.2875,1,4,0.2388
5,1,115,3,0,0,69, man100.jpg, ,3,0.9702,1,4,0.1451,7,0,7,7,0
5,1,116,1,2,1,15, man025.jpg, cue_2.jpg,1,1.1522,1,4,0.207,1,0.3202,1,4,0.264
5,1,117,3,0,0,192, man259.jpg, ,3,0.834,1,4,0.1109,7,0,7,7,0
5,1,118,2,2,1,213, man297.jpg, cue_2.jpg,2,1.3107,1,4,0.6316,1,0.2559,1,4,0.2571
5,1,119,1,1,3,77, man109.jpg, cue_1.jpg,1,3.6598,1,4,0.6578,3,0.6718,1,4,0.2652
5,1,120,2,3,2,137, man183.jpg, cue_3.jpg,1,2.7235,3,3,1.6799,4,0.672,1,4,0.5252
5,1,121,3,0,0,38, man059.jpg, ,3,0.8446,1,4,0.1212,7,0,7,7,0
5,1,122,1,2,1,138, man184.jpg, cue_2.jpg,1,3.7533,1,4,1.2108,1,2.1759,1,2,0.621
5,1,123,3,0,0,116, man158.jpg, ,3,0.7764,1,4,0.1197,7,0,7,7,0
5,1,124,1,3,2,140, man186.jpg, cue_3.jpg,1,1.4802,1,4,0.2816,4,0.2242,1,4,0.1954
5,1,125,3,0,0,89, man123.jpg, ,3,0.8324,1,4,0.1388,7,0,7,7,0
5,1,126,3,0,0,199, man275.jpg, ,3,0.7956,1,4,0.1224,7,0,7,7,0
5,1,127,2,3,2,92, man126.jpg, cue_3.jpg,1,3.0185,3,4,0.3147,4,0.2236,1,4,0.1959
5,1,128,1,2,1,171, man233.jpg, cue_2.jpg,1,2.7528,1,4,0.3144,1,0.8,1,4,0.3339
5,1,129,1,4,4,179, man244.jpg, cue_4.jpg,1,1.7651,1,4,0.5061,2,0.4162,1,4,0.2592
5,1,130,3,0,0,41, man062.jpg, ,3,0.8291,1,4,0.1224,7,0,7,7,0
5,1,131,2,2,1,169, man230.jpg, cue_2.jpg,2,1.2266,1,4,0.5346,1,0.8641,1,4,0.2017
5,1,132,1,1,3,21, man035.jpg, cue_1.jpg,1,1.192,1,4,0.2778,3,0.416,1,4,0.1679
5,1,133,1,2,1,32, man052.jpg, cue_2.jpg,1,1.3501,1,4,0.3005,1,0.2882,1,4,0.1626
5,1,134,3,0,0,122, man164.jpg, ,3,1.4732,1,4,0.723,7,0,7,7,0
5,1,135,3,0,0,18, man031.jpg, ,3,0.842,1,4,0.1822,7,0,7,7,0
5,1,136,3,0,0,17, man029.jpg, ,3,0.7401,1,4,0.1162,7,0,7,7,0
5,1,137,1,4,4,74, man106.jpg, cue_4.jpg,1,1.6685,1,4,0.1741,2,0.4158,1,4,0.2603
5,1,138,1,4,4,64, man093.jpg, cue_4.jpg,1,3.1662,1,4,0.1854,2,0.2877,1,4,0.2284
5,1,139,2,2,1,155, man206.jpg, cue_2.jpg,2,2.7196,1,4,0.2371,1,0.5439,1,4,0.2994
5,1,140,1,1,3,228, man314.jpg, cue_1.jpg,1,3.0122,1,4,0.4694,2,0.7996,0,4,0.2549
5,1,141,3,0,0,215, man299.jpg, ,3,0.81,1,4,0.1194,7,0,7,7,0
5,1,142,2,2,1,193, man260.jpg, cue_2.jpg,2,1.222,1,4,0.2121,1,0.2242,1,4,0.1604
5,1,143,1,4,4,173, man236.jpg, cue_4.jpg,1,0.9907,1,4,0.2768,2,0.3516,1,4,0.3295
5,1,144,1,3,2,103, man139.jpg, cue_3.jpg,1,3.6808,1,4,0.3741,4,0.4159,1,4,1.124
5,1,145,1,4,4,189, man255.jpg, cue_4.jpg,1,4.0741,1,4,0.7508,2,1.6318,1,4,0.2661
5,1,146,3,0,0,110, man152.jpg, ,3,1.2522,1,4,0.109,7,0,7,7,0
5,1,147,3,0,0,182, man247.jpg, ,3,0.7676,1,4,0.0785,7,0,7,7,0
5,1,148,3,0,0,101, man137.jpg, ,3,0.9921,1,4,0.1502,7,0,7,7,0
5,1,149,2,3,2,202, man278.jpg, cue_3.jpg,2,1.5734,1,4,0.272,4,0.2239,1,4,0.1714
5,1,150,2,1,3,26, man042.jpg, cue_1.jpg,1,2.0914,3,4,1.1714,3,0.4473,1,4,0.2386
5,1,151,3,0,0,87, man121.jpg, ,3,0.778,1,4,0.1215,7,0,7,7,0
5,1,152,2,4,4,107, man147.jpg, cue_4.jpg,2,2.5376,1,4,0.6865,2,0.3839,1,4,0.2242
5,1,153,1,3,2,183, man248.jpg, cue_3.jpg,2,4.6677,2,2,2.1677,2,2.3034,0,2,0.8119
5,1,154,3,0,0,109, man150.jpg, ,3,1.5666,1,2,0.5701,7,0,7,7,0
5,1,155,3,0,0,125, man167.jpg, ,3,1.9302,1,4,0.1214,7,0,7,7,0
5,1,156,2,1,3,141, man187.jpg, cue_1.jpg,2,2.3455,1,4,0.535,3,0.3513,1,4,0.1603
5,1,157,3,0,0,100, man136.jpg, ,3,0.9906,1,4,1.6827,7,0,7,7,0
5,1,158,1,2,1,80, man112.jpg, cue_2.jpg,2,1.7313,2,4,1.1467,1,1.0557,1,4,0.2665
5,1,159,2,1,3,70, man101.jpg, cue_1.jpg,1,1.3517,3,4,0.2382,3,0.3524,1,4,0.1963
5,1,160,2,2,1,95, man130.jpg, cue_2.jpg,2,0.9931,1,4,0.2472,1,0.3521,1,4,0.1731
5,1,161,3,0,0,139, man185.jpg, ,3,2.0722,1,2,0.7555,7,0,7,7,0
5,1,162,3,0,0,205, man282.jpg, ,3,2.6011,1,3,0.2508,7,0,7,7,0
5,1,163,3,0,0,30, man048.jpg, ,3,2.0227,1,2,0.9454,7,0,7,7,0
5,1,164,3,0,0,113, man155.jpg, ,3,1.3429,1,4,0.1502,7,0,7,7,0
5,1,165,2,4,4,180, man245.jpg, cue_4.jpg,2,1.2506,1,4,0.2399,2,0.48,1,4,0.2244
5,1,166,2,3,2,226, man312.jpg, cue_3.jpg,2,1.0687,1,4,0.2713,4,0.3836,1,4,0.1625
5,1,167,1,4,4,131, man174.jpg, cue_4.jpg,1,1.3768,1,4,0.2451,2,0.7037,1,4,0.6219
5,1,168,1,1,3,233, man326.jpg, cue_1.jpg,1,1.8335,1,4,0.3142,3,0.3194,1,4,0.1925
5,1,169,3,0,0,221, man306.jpg, ,3,1.0533,1,4,0.2396,7,0,7,7,0
5,1,170,3,0,0,25, man041.jpg, ,3,0.7801,1,4,0.1229,7,0,7,7,0
5,1,171,1,3,2,115, man157.jpg, cue_3.jpg,2,1.8191,2,4,0.3659,4,0.2562,1,4,0.1946
5,1,172,3,0,0,151, man201.jpg, ,3,4.6378,1,2,0.3153,7,0,7,7,0
5,1,173,3,0,0,1, man002.jpg, ,3,0.8371,1,4,0.3349,7,0,7,7,0
5,1,174,3,0,0,44, man066.jpg, ,1,4.4565,0,4,1.0692,1,7.2317,0,2,0.9894
5,1,175,2,2,1,218, man303.jpg, cue_2.jpg,1,1.6271,3,4,0.5987,1,0.3836,1,4,0.2684
5,1,176,3,0,0,145, man191.jpg, ,3,0.9027,1,4,0.208,7,0,7,7,0
5,1,177,3,0,0,118, man160.jpg, ,3,0.8772,1,4,0.0883,7,0,7,7,0
5,1,178,1,3,2,51, man075.jpg, cue_3.jpg,2,2.2819,2,4,1.9459,4,0.2879,1,4,0.2322
5,1,179,1,4,4,162, man215.jpg, cue_4.jpg,1,3.5588,1,4,0.3692,3,2.4315,0,4,1.0342
5,1,180,1,1,3,133, man178.jpg, cue_1.jpg,1,4.6126,1,4,2.9611,3,1.7279,1,4,0.3015
5,1,181,1,4,4,186, man252.jpg, cue_4.jpg,1,1.3184,1,4,0.2685,3,0.3835,0,4,0.2895
5,1,182,3,0,0,108, man149.jpg, ,3,2.8588,1,4,0.2426,7,0,7,7,0
5,1,183,2,1,3,105, man144.jpg, cue_1.jpg,2,1.3412,1,4,0.2437,3,0.2558,1,4,0.1752
5,1,184,2,4,4,156, man207.jpg, cue_4.jpg,2,2.0933,1,4,0.7254,2,0.2875,1,4,0.1697
5,1,185,1,4,4,154, man205.jpg, cue_4.jpg,2,1.832,2,4,0.539,2,0.4158,1,4,0.2578
5,1,186,2,4,4,198, man273.jpg, cue_4.jpg,2,0.9726,1,4,0.2755,2,0.2557,1,4,0.2043
5,1,187,2,1,3,148, man197.jpg, cue_1.jpg,2,1.1612,1,4,0.8224,3,0.2558,1,4,0.1701
5,1,188,3,0,0,111, man153.jpg, ,2,5.1922,0,1,2.125,3,1.0554,0,2,0.9996
5,1,189,2,2,1,68, man099.jpg, cue_2.jpg,2,1.7948,1,4,0.3418,1,0.2881,1,4,0.2041
5,1,190,1,2,1,168, man229.jpg, cue_2.jpg,1,1.4489,1,4,0.474,1,0.256,1,4,0.1726
5,1,191,2,3,2,73, man105.jpg, cue_3.jpg,3,4.4586,0,1,0.9753,7,0,7,7,0
5,1,192,2,1,3,166, man223.jpg, cue_1.jpg,2,1.7718,1,4,0.9102,3,0.7998,1,4,0.2002
5,1,193,2,4,4,37, man058.jpg, cue_4.jpg,1,1.1248,3,4,0.3416,2,0.3194,1,4,0.2011
5,1,194,1,4,4,43, man064.jpg, cue_4.jpg,1,1.9257,1,4,0.6274,2,0.3838,1,4,0.2013
5,1,195,2,4,4,240, man336.jpg, cue_4.jpg,2,4.2942,1,4,0.3344,2,0.4155,1,4,0.1281
5,1,196,2,3,2,33, man054.jpg, cue_3.jpg,1,1.2803,3,4,0.2504,4,0.352,1,4,0.1598
5,1,197,3,0,0,167, man228.jpg, ,3,1.3421,1,4,0.1172,7,0,7,7,0
5,1,198,2,4,4,55, man079.jpg, cue_4.jpg,2,1.892,1,4,0.2782,2,0.3197,1,4,0.2361
5,1,199,3,0,0,84, man117.jpg, ,3,1.4477,1,4,0.155,7,0,7,7,0
5,1,200,3,0,0,176, man240.jpg, ,3,0.8418,1,4,0.1483,7,0,7,7,0
5,1,201,1,2,1,159, man210.jpg, cue_2.jpg,1,1.0612,1,4,0.3442,1,0.2559,1,4,0.1424
5,1,202,2,2,1,164, man221.jpg, cue_2.jpg,2,2.3333,1,4,0.283,1,0.3516,1,4,0.5263
5,1,203,3,0,0,217, man302.jpg, ,3,0.9911,1,4,0.1492,7,0,7,7,0
5,1,204,1,2,1,52, man076.jpg, cue_2.jpg,1,1.1242,1,4,0.2125,1,0.2557,1,4,0.1275
5,1,205,1,4,4,85, man118.jpg, cue_4.jpg,1,2.3672,1,4,0.2834,2,0.4163,1,4,0.2377
5,1,206,2,2,1,222, man307.jpg, cue_2.jpg,2,1.1614,1,4,0.2163,1,0.2554,1,4,0.0992
5,1,207,1,2,1,216, man301.jpg, cue_2.jpg,1,1.9564,1,4,0.9139,1,0.3842,1,4,0.1705
5,1,208,3,0,0,210, man291.jpg, ,3,1.001,1,4,0.1421,7,0,7,7,0
5,1,209,2,1,3,238, man332.jpg, cue_1.jpg,2,1.117,1,4,0.2345,3,1.3118,1,4,0.2679
5,1,210,1,2,1,132, man177.jpg, cue_2.jpg,2,6.1178,2,3,1.4288,2,6.3682,0,2,1.0056
5,1,211,2,1,3,130, man172.jpg, cue_1.jpg,1,2.0245,3,4,0.2753,3,0.3196,1,4,0.1676
5,1,212,3,0,0,231, man321.jpg, ,3,1.3519,1,4,0.2064,7,0,7,7,0
5,1,213,2,2,1,106, man145.jpg, cue_2.jpg,2,1.6112,1,4,0.2154,1,0.1922,1,4,0.1331
5,1,214,1,4,4,236, man329.jpg, cue_4.jpg,2,3.0426,2,4,2.0688,2,0.3518,1,4,0.2385
5,1,215,1,4,4,58, man085.jpg, cue_4.jpg,1,1.3538,1,4,0.2405,2,0.3838,1,4,0.1977
5,1,216,3,0,0,31, man050.jpg, ,3,2.1463,1,3,0.2482,7,0,7,7,0
5,1,217,1,2,1,47, man070.jpg, cue_2.jpg,1,1.5709,1,4,0.2074,1,0.2242,1,4,0.1417
5,1,218,2,1,3,197, man271.jpg, cue_1.jpg,2,1.2126,1,4,0.1854,3,0.32,1,4,0.1311
5,1,219,1,3,2,147, man196.jpg, cue_3.jpg,1,2.3067,1,4,2.8955,3,4.4799,0,3,0.2985
5,1,220,2,4,4,190, man257.jpg, cue_4.jpg,1,3.716,3,4,0.376,2,0.4798,1,3,2.3069
5,1,221,1,1,3,5, man010.jpg, cue_1.jpg,1,2.6315,1,4,0.2171,3,0.4478,1,4,0.3963
5,1,222,3,0,0,214, man298.jpg, ,2,0.8311,0,4,0.2052,4,4.1281,0,1,0.1665
5,1,223,3,0,0,208, man287.jpg, ,3,0.9328,1,4,0.1714,7,0,7,7,0
5,1,224,2,4,4,88, man122.jpg, cue_4.jpg,2,1.4834,1,4,0.5563,2,0.6082,1,4,0.2666
5,1,225,1,3,2,49, man072.jpg, cue_3.jpg,1,1.3805,1,4,0.2187,4,0.5437,1,4,0.2006
5,1,226,3,0,0,45, man067.jpg, ,3,0.8065,1,4,0.2123,7,0,7,7,0
5,1,227,3,0,0,123, man165.jpg, ,3,1.0245,1,4,0.1493,7,0,7,7,0
5,1,228,2,4,4,235, man328.jpg, cue_4.jpg,2,1.1881,1,4,0.1758,2,0.2878,1,4,0.2045
5,1,229,3,0,0,184, man249.jpg, ,3,1.0343,1,4,0.1424,7,0,7,7,0
5,1,230,3,0,0,40, man061.jpg, ,3,0.7013,1,4,0.1431,7,0,7,7,0
5,1,231,2,1,3,219, man304.jpg, cue_1.jpg,1,1.6622,3,4,0.279,3,0.2234,1,4,0.162
5,1,232,3,0,0,126, man168.jpg, ,3,0.7682,1,4,0.1432,7,0,7,7,0
5,1,233,2,1,3,165, man222.jpg, cue_1.jpg,2,1.1503,1,4,0.2053,3,0.2556,1,4,0.3931
5,1,234,2,1,3,195, man267.jpg, cue_1.jpg,2,1.0183,1,4,0.178,3,0.2237,1,4,0.1598
5,1,235,3,0,0,9, man016.jpg, ,3,0.7983,1,4,0.1863,7,0,7,7,0
5,1,236,1,4,4,211, man295.jpg, cue_4.jpg,1,1.3861,1,4,0.3354,2,0.2558,1,4,0.2615
5,1,237,2,3,2,42, man063.jpg, cue_3.jpg,2,1.9516,1,4,0.2052,4,0.1918,1,4,0.1716
5,1,238,1,1,3,27, man044.jpg, cue_1.jpg,1,2.0578,1,4,0.7551,3,1.2797,1,4,0.301
5,1,239,1,2,1,227, man313.jpg, cue_2.jpg,1,1.5735,1,4,0.3074,1,0.1917,1,4,0.1735
5,1,240,2,1,3,2, man004.jpg, cue_1.jpg,2,3.7236,1,4,0.239,3,0.3517,1,4,0.1652
6,1,1,3,0,0,202, man278.jpg, ,1,1.7942,0,2,2.0718,3,2.2067,0,3,3.9691
6,1,2,2,3,4,55, man079.jpg, cue_3.jpg,1,4.1299,3,4,1.3966,4,0.9911,1,4,1.8553
6,1,3,3,0,0,120, man162.jpg, ,3,4.819,1,4,1.1143,7,0,7,7,0
6,1,4,2,1,3,168, man229.jpg, cue_1.jpg,2,5.6019,1,3,1.239,3,1.6633,1,3,2.1882
6,1,5,2,2,2,124, man166.jpg, cue_2.jpg,2,2.5983,1,4,0.697,1,0.7995,1,4,0.7453
6,1,6,3,0,0,78, man110.jpg, ,3,1.2468,1,4,1.6899,7,0,7,7,0
6,1,7,1,4,1,69, man100.jpg, cue_4.jpg,1,5.9906,1,4,1.5172,2,3.0397,1,4,0.6535
6,1,8,3,0,0,118, man160.jpg, ,3,3.2716,1,4,1.8053,7,0,7,7,0
6,1,9,3,0,0,108, man149.jpg, ,3,3.6554,1,4,0.6515,7,0,7,7,0
6,1,10,2,1,3,11, man019.jpg, cue_1.jpg,1,8.6793,3,3,0.9548,3,4.1278,1,4,0.9014
6,1,11,2,2,2,93, man128.jpg, cue_2.jpg,2,8.4207,1,2,0.9793,1,2.1116,1,4,0.9273
6,1,12,1,4,1,144, man190.jpg, cue_4.jpg,1,2.5432,1,4,0.7882,3,2.1759,0,4,0.8382
6,1,13,3,0,0,126, man168.jpg, ,3,1.0971,1,4,0.6671,7,0,7,7,0
6,1,14,2,3,4,105, man144.jpg, cue_3.jpg,2,3.3003,1,4,0.9856,4,0.7682,1,4,0.4791
6,1,15,3,0,0,240, man336.jpg, ,3,9.5999,1,3,1.3228,7,0,7,7,0
6,1,16,2,1,3,98, man134.jpg, cue_1.jpg,2,2.2827,1,4,0.9548,3,0.8001,1,4,0.576
6,1,17,3,0,0,179, man244.jpg, ,3,6.7012,1,2,1.7791,7,0,7,7,0
6,1,18,2,4,1,203, man279.jpg, cue_4.jpg,2,5.0865,1,4,0.9531,2,0.7039,1,4,0.3865
6,1,19,2,4,1,228, man314.jpg, cue_4.jpg,1,1.7999,3,4,0.5065,2,3.4559,1,4,0.5809
6,1,20,3,0,0,219, man304.jpg, ,3,1.2495,1,4,1.0191,7,0,7,7,0
6,1,21,3,0,0,13, man023.jpg, ,3,1.1919,1,4,0.5334,7,0,7,7,0
6,1,22,2,1,3,94, man129.jpg, cue_1.jpg,2,3.0444,1,4,0.4682,3,0.8637,1,4,0.3311
6,1,23,1,3,4,152, man202.jpg, cue_3.jpg,1,3.8107,1,4,1.5224,4,0.7999,1,4,0.8318
6,1,24,3,0,0,207, man284.jpg, ,3,1.5058,1,4,0.5624,7,0,7,7,0
6,1,25,1,3,4,132, man177.jpg, cue_3.jpg,1,1.8561,1,3,5.201,4,1.4397,1,4,0.6487
6,1,26,1,4,1,226, man312.jpg, cue_4.jpg,1,2.3404,1,4,0.8499,2,0.6394,1,4,0.738
6,1,27,1,1,3,30, man048.jpg, cue_1.jpg,1,4.1025,1,4,0.6351,3,1.6322,1,4,0.4282
6,1,28,2,2,2,83, man115.jpg, cue_2.jpg,1,1.8237,3,4,1.6185,1,0.5439,1,4,0.647
