SN,Btw,Trial,cSrc,cCue,cPE,IMidx,IMname,CueName,Resp,RT,Corr,Conf,cRT,aResp,aRT,aCorr,aConf,aCRT
1,1,1,2,4,4,226, man312.jpg, cue_4.jpg,2,12.9341,1,2,1.7832,2,1.3755,1,4,2.6891
1,1,2,3,0,0,195, man267.jpg, ,3,2.3422,1,4,1.1078,7,0,7,7,0
1,1,3,2,1,1,206, man283.jpg, cue_1.jpg,2,11.8021,1,2,2.4906,3,2.0159,1,3,2.5416
1,1,4,3,0,0,144, man190.jpg, ,3,1.9904,1,4,1.1409,7,0,7,7,0
1,1,5,1,2,3,81, man113.jpg, cue_2.jpg,1,8.8575,1,3,2.0062,1,1.4385,1,4,1.8925
1,1,6,2,3,2,4, man007.jpg, cue_3.jpg,2,5.4662,1,3,1.0125,4,3.2634,1,4,1.215
1,1,7,1,3,2,125, man167.jpg, cue_3.jpg,2,3.5862,2,3,2.1704,4,2.9755,1,4,1.1225
1,1,8,2,2,3,193, man260.jpg, cue_2.jpg,1,3.8809,3,3,0.8219,1,1.3761,1,3,3.1447
1,1,9,3,0,0,14, man024.jpg, ,3,2.2336,1,4,2.683,7,0,7,7,0
1,1,10,3,0,0,1, man002.jpg, ,3,1.1846,1,4,1.0703,7,0,7,7,0
1,1,11,3,0,0,42, man063.jpg, ,3,1.6069,1,3,1.7469,7,0,7,7,0
1,1,12,2,3,2,236, man329.jpg, cue_3.jpg,2,4.8309,1,2,4.2726,4,3.0714,1,2,1.8073
1,1,13,1,4,4,20, man034.jpg, cue_4.jpg,1,3.5928,1,2,3.7935,2,1.7281,1,3,1.6098
1,1,14,3,0,0,40, man061.jpg, ,3,2.7292,1,4,1.3048,7,0,7,7,0
1,1,15,3,0,0,119, man161.jpg, ,3,2.4075,1,3,1.6804,7,0,7,7,0
1,1,16,1,3,2,131, man174.jpg, cue_3.jpg,2,1.9204,2,4,1.0395,4,1.2151,1,4,0.9102
1,1,17,3,0,0,163, man217.jpg, ,3,1.1188,1,4,1.6157,7,0,7,7,0
1,1,18,3,0,0,214, man298.jpg, ,3,1.0248,1,3,2.0343,7,0,7,7,0
1,1,19,2,2,3,70, man101.jpg, cue_2.jpg,1,3.6213,3,4,1.2607,1,1.088,1,4,3.8495
1,1,20,2,3,2,146, man193.jpg, cue_3.jpg,3,12.5577,0,1,1.5188,7,0,7,7,0
1,1,21,1,3,2,37, man058.jpg, cue_3.jpg,2,6.8822,2,3,1.5524,4,0.9597,1,4,1.417
1,1,22,1,4,4,83, man115.jpg, cue_4.jpg,1,4.2906,1,2,3.2461,2,3.1035,1,4,0.867
1,1,23,3,0,0,97, man133.jpg, ,3,1.2195,1,4,1.7759,7,0,7,7,0
1,1,24,3,0,0,129, man171.jpg, ,3,1.4829,1,4,0.6672,7,0,7,7,0
1,1,25,1,3,2,169, man230.jpg, cue_3.jpg,1,3.1422,1,4,0.786,4,0.8637,1,4,1.0353
1,1,26,1,2,3,93, man128.jpg, cue_2.jpg,1,3.7177,1,3,4.6656,1,1.9197,1,4,0.9326
1,1,27,3,0,0,105, man144.jpg, ,3,1.6665,1,4,0.987,7,0,7,7,0
1,1,28,2,1,1,182, man247.jpg, cue_1.jpg,2,3.1766,1,3,1.2015,3,1.536,1,4,1.3748
1,1,29,1,4,4,127, man169.jpg, cue_4.jpg,2,4.9066,2,4,1.5314,2,1.6315,1,3,1.4793
1,1,30,2,3,2,108, man149.jpg, cue_3.jpg,2,3.3264,1,3,11.4741,4,1.8879,1,2,1.217
1,1,31,1,3,2,218, man303.jpg, cue_3.jpg,2,7.971,2,3,1.5228,4,1.2157,1,4,1.9204
1,1,32,2,1,1,79, man111.jpg, cue_1.jpg,2,4.9649,1,2,0.7244,3,1.5042,1,4,1.5103
1,1,33,3,0,0,54, man078.jpg, ,3,1.1326,1,4,0.6029,7,0,7,7,0
1,1,34,3,0,0,166, man223.jpg, ,3,2.5049,1,4,0.5274,7,0,7,7,0
1,1,35,2,4,4,212, man296.jpg, cue_4.jpg,2,3.4223,1,4,0.5581,2,0.6401,1,4,1.0028
1,1,36,2,2,3,157, man208.jpg, cue_2.jpg,1,6.0223,3,3,1.4655,1,1.1199,1,4,1.0685
1,1,37,2,2,3,10, man017.jpg, cue_2.jpg,2,1.861,1,3,1.2706,1,4.5758,1,2,1.0883
1,1,38,1,2,3,126, man168.jpg, cue_2.jpg,2,6.4371,2,4,1.0499,1,0.672,1,2,0.6718
1,1,39,3,0,0,111, man153.jpg, ,3,1.7699,1,4,0.7191,7,0,7,7,0
1,1,40,3,0,0,238, man332.jpg, ,3,2.1178,1,2,0.7954,7,0,7,7,0
1,1,41,3,0,0,112, man154.jpg, ,3,1.057,1,3,0.532,7,0,7,7,0
1,1,42,3,0,0,215, man299.jpg, ,3,0.9629,1,4,1.0505,7,0,7,7,0
1,1,43,3,0,0,51, man075.jpg, ,3,1.1875,1,4,0.5935,7,0,7,7,0
1,1,44,1,2,3,74, man106.jpg, cue_2.jpg,1,2.8939,1,3,2.2578,1,0.9916,1,4,1.4513
1,1,45,2,4,4,170, man231.jpg, cue_4.jpg,2,2.9475,1,4,1.0473,2,0.8965,1,4,0.997
1,1,46,3,0,0,203, man279.jpg, ,3,1.2802,1,3,1.7541,7,0,7,7,0
1,1,47,3,0,0,66, man095.jpg, ,3,1.1263,1,4,0.5347,7,0,7,7,0
1,1,48,1,2,3,3, man005.jpg, cue_2.jpg,1,6.3415,1,2,0.8273,1,0.7035,1,2,2.8585
1,1,49,1,2,3,72, man104.jpg, cue_2.jpg,1,3.3042,1,3,1.5168,1,0.5761,1,4,0.5791
1,1,50,2,3,2,96, man131.jpg, cue_3.jpg,1,4.6088,3,4,0.591,3,3.7438,0,1,1.4802
1,1,51,2,1,1,201, man277.jpg, cue_1.jpg,1,3.2631,3,3,0.9501,2,1.7278,0,1,2.3088
1,1,52,1,4,4,156, man207.jpg, cue_4.jpg,2,2.5054,2,3,4.0799,2,1.0879,1,4,2.0221
1,1,53,3,0,0,87, man121.jpg, ,3,1.0627,1,4,0.7938,7,0,7,7,0
1,1,54,2,2,3,59, man086.jpg, cue_2.jpg,2,3.8375,1,4,3.7073,1,0.768,1,4,0.6718
1,1,55,3,0,0,181, man246.jpg, ,3,1.0969,1,4,1.019,7,0,7,7,0
1,1,56,2,2,3,57, man084.jpg, cue_2.jpg,2,2.4664,1,3,2.2212,1,1.4082,1,3,2.0518
1,1,57,1,1,1,188, man254.jpg, cue_1.jpg,2,5.1231,2,2,7.2275,3,1.4394,1,4,0.6397
1,1,58,1,1,1,162, man215.jpg, cue_1.jpg,1,8.0102,1,4,1.9143,3,1.184,1,4,0.9993
1,1,59,2,2,3,67, man096.jpg, cue_2.jpg,1,6.2107,3,3,5.1331,1,1.3758,1,2,0.8423
1,1,60,2,1,1,30, man048.jpg, cue_1.jpg,2,2.2699,1,4,0.9098,3,3.0402,1,4,1.8633
1,1,61,1,1,1,186, man252.jpg, cue_1.jpg,1,3.4861,1,4,1.0192,3,0.9604,1,4,2.3441
1,1,62,3,0,0,211, man295.jpg, ,3,1.0184,1,4,0.7193,7,0,7,7,0
1,1,63,2,4,4,194, man262.jpg, cue_4.jpg,1,2.3103,3,4,0.8211,2,1.2161,1,4,1.199
1,1,64,3,0,0,183, man248.jpg, ,3,1.5055,1,4,0.6264,7,0,7,7,0
1,1,65,2,4,4,227, man313.jpg, cue_4.jpg,1,1.5496,3,3,0.8273,2,0.6436,1,4,1.8356
1,1,66,1,2,3,240, man336.jpg, cue_2.jpg,1,3.0465,1,2,0.8544,1,0.9917,1,4,1.959
1,1,67,2,2,3,75, man107.jpg, cue_2.jpg,1,1.7395,3,4,0.5622,2,0.8317,0,4,1.7347
1,1,68,3,0,0,232, man322.jpg, ,3,2.4353,1,4,0.6351,7,0,7,7,0
1,1,69,3,0,0,11, man019.jpg, ,3,1.2235,1,2,0.8822,7,0,7,7,0
1,1,70,2,1,1,142, man188.jpg, cue_1.jpg,1,2.3719,3,2,1.3919,3,0.7679,1,4,0.9961
1,1,71,2,3,2,150, man199.jpg, cue_3.jpg,1,2.0154,3,3,1.4992,4,2.2391,1,4,0.7158
1,1,72,2,2,3,100, man136.jpg, cue_2.jpg,1,5.2203,3,2,0.8877,1,2.3676,1,4,1.1197
1,1,73,1,1,1,120, man162.jpg, cue_1.jpg,1,2.822,1,4,0.7833,3,1.1199,1,4,2.3508
1,1,74,2,3,2,140, man186.jpg, cue_3.jpg,1,2.209,3,4,1.2361,3,3.648,0,1,1.3823
1,1,75,1,1,1,189, man255.jpg, cue_1.jpg,1,2.4973,1,4,0.5685,3,1.0241,1,4,0.5489
1,1,76,3,0,0,15, man025.jpg, ,3,1.0252,1,4,0.4077,7,0,7,7,0
1,1,77,1,1,1,202, man278.jpg, cue_1.jpg,1,4.0122,1,2,3.4114,3,1.2798,1,4,1.8381
1,1,78,1,2,3,161, man213.jpg, cue_2.jpg,1,5.0919,1,4,0.4641,1,0.672,1,4,0.4791
1,1,79,1,4,4,19, man032.jpg, cue_4.jpg,1,1.5353,1,4,0.4634,2,1.6634,1,4,2.8529
1,1,80,1,4,4,223, man309.jpg, cue_4.jpg,1,3.7786,1,3,1.2037,2,2.5597,1,4,0.6441
1,1,81,2,3,2,61, man089.jpg, cue_3.jpg,1,1.9353,3,3,1.4217,4,0.8636,1,4,0.5872
1,1,82,3,0,0,33, man054.jpg, ,3,0.9379,1,4,0.594,7,0,7,7,0
1,1,83,1,4,4,173, man236.jpg, cue_4.jpg,1,1.4381,1,3,1.0093,2,1.0236,1,4,1.7702
1,1,84,2,2,3,222, man307.jpg, cue_2.jpg,1,6.6302,3,4,1.5517,1,3.1353,1,2,0.8088
1,1,85,3,0,0,9, man016.jpg, ,3,1.4538,1,4,0.5924,7,0,7,7,0
1,1,86,1,3,2,12, man022.jpg, cue_3.jpg,1,6.2211,1,2,1.4322,3,1.4393,0,2,0.6212
1,1,87,3,0,0,55, man079.jpg, ,3,1.2585,1,4,0.4374,7,0,7,7,0
1,1,88,2,1,1,109, man150.jpg, cue_1.jpg,2,7.0483,1,3,1.5204,3,3.7441,1,4,0.7706
1,1,89,1,1,1,91, man125.jpg, cue_1.jpg,2,2.5677,2,4,1.4337,3,1.6962,1,2,1.8636
1,1,90,2,2,3,158, man209.jpg, cue_2.jpg,1,6.159,3,2,1.0832,1,0.7678,1,3,1.0704
1,1,91,3,0,0,191, man258.jpg, ,3,2.9511,1,3,1.1788,7,0,7,7,0
1,1,92,2,1,1,145, man191.jpg, cue_1.jpg,2,3.8355,1,2,0.9088,3,0.9278,1,4,1.107
1,1,93,1,1,1,113, man155.jpg, cue_1.jpg,2,4.7704,2,2,1.1018,3,0.6718,1,4,0.5139
1,1,94,1,1,1,239, man333.jpg, cue_1.jpg,1,1.6335,1,4,0.7318,3,1.5347,1,4,0.5571
1,1,95,2,4,4,176, man240.jpg, cue_4.jpg,2,4.6485,1,4,1.0801,2,3.0072,1,4,0.8441
1,1,96,3,0,0,233, man326.jpg, ,3,1.2775,1,4,0.4077,7,0,7,7,0
1,1,97,1,3,2,80, man112.jpg, cue_3.jpg,1,1.58,1,3,0.5379,4,0.7034,1,4,0.5482
1,1,98,1,1,1,26, man042.jpg, cue_1.jpg,2,6.4667,2,3,1.5232,3,1.8562,1,4,0.9643
1,1,99,3,0,0,229, man315.jpg, ,3,1.217,1,4,0.3975,7,0,7,7,0
1,1,100,2,2,3,46, man068.jpg, cue_2.jpg,1,1.474,3,3,0.9798,1,0.7036,1,4,0.5243
1,1,101,3,0,0,213, man297.jpg, ,2,6.2031,0,2,1.5558,2,1.3438,0,2,1.0683
1,1,102,2,4,4,114, man156.jpg, cue_4.jpg,2,1.6367,1,4,0.5273,2,1.6961,1,4,0.7367
1,1,103,3,0,0,65, man094.jpg, ,3,1.2554,1,4,0.338,7,0,7,7,0
1,1,104,2,1,1,159, man210.jpg, cue_1.jpg,2,2.8256,1,2,0.5947,3,0.8317,1,4,0.5819
1,1,105,1,1,1,84, man117.jpg, cue_1.jpg,1,2.3384,1,4,1.8048,3,6.8155,1,3,1.1574
1,1,106,3,0,0,82, man114.jpg, ,3,1.1301,1,4,0.4107,7,0,7,7,0
1,1,107,3,0,0,235, man328.jpg, ,3,1.0073,1,4,0.3057,7,0,7,7,0
1,1,108,1,4,4,31, man050.jpg, cue_4.jpg,1,2.9726,1,3,1.8074,2,3.5194,1,4,0.9434
1,1,109,2,1,1,209, man289.jpg, cue_1.jpg,1,5.1014,3,4,0.9514,3,1.3115,1,2,0.7433
1,1,110,3,0,0,184, man249.jpg, ,3,1.8852,1,4,1.0375,7,0,7,7,0
1,1,111,3,0,0,18, man031.jpg, ,3,1.2233,1,3,0.5314,7,0,7,7,0
1,1,112,1,4,4,128, man170.jpg, cue_4.jpg,1,10.2104,1,3,1.0139,2,0.928,1,2,0.9316
1,1,113,3,0,0,94, man129.jpg, ,3,1.9217,1,4,0.8156,7,0,7,7,0
1,1,114,3,0,0,132, man177.jpg, ,3,0.7395,1,4,0.3717,7,0,7,7,0
1,1,115,2,2,3,225, man311.jpg, cue_2.jpg,2,1.6098,1,3,4.342,1,3.296,1,4,1.1885
1,1,116,2,2,3,177, man241.jpg, cue_2.jpg,2,5.32,1,2,0.6623,1,0.6396,1,4,0.4491
1,1,117,3,0,0,27, man044.jpg, ,3,1.3473,1,4,0.4107,7,0,7,7,0
1,1,118,1,3,2,231, man321.jpg, cue_3.jpg,2,2.3667,2,3,0.667,4,0.6075,1,4,0.5806
1,1,119,3,0,0,39, man060.jpg, ,3,2.4014,1,3,0.7309,7,0,7,7,0
1,1,120,1,2,3,77, man109.jpg, cue_2.jpg,1,2.1783,1,2,1.3995,1,0.8958,1,4,0.4223
1,1,121,1,2,3,154, man205.jpg, cue_2.jpg,1,6.826,1,4,1.0189,1,0.9275,1,4,0.6169
1,1,122,1,3,2,192, man259.jpg, cue_3.jpg,2,6.5005,2,3,6.4517,4,8.8316,1,2,1.698
1,1,123,2,1,1,121, man163.jpg, cue_1.jpg,1,2.1116,3,4,1.654,3,1.9522,1,4,0.6552
1,1,124,3,0,0,110, man152.jpg, ,3,1.4809,1,4,0.4748,7,0,7,7,0
1,1,125,2,4,4,205, man282.jpg, cue_4.jpg,2,1.4206,1,4,0.4322,2,25.6637,1,2,1.0332
1,1,126,2,2,3,139, man185.jpg, cue_2.jpg,1,2.8834,3,3,1.0504,1,1.728,1,4,0.7408
1,1,127,2,3,2,101, man137.jpg, cue_3.jpg,1,2.5394,3,4,1.1361,4,1.4075,1,2,1.6685
1,1,128,2,3,2,49, man072.jpg, cue_3.jpg,1,3.0438,3,2,1.7799,4,2.2715,1,4,0.9372
1,1,129,1,1,1,38, man059.jpg, cue_1.jpg,2,1.4151,2,3,0.6668,3,1.44,1,4,0.4821
1,1,130,2,1,1,58, man085.jpg, cue_1.jpg,2,4.3229,1,4,1.004,3,0.7355,1,4,0.5151
1,1,131,1,3,2,175, man238.jpg, cue_3.jpg,1,1.5387,1,4,2.8976,4,1.0554,1,4,1.003
1,1,132,3,0,0,6, man013.jpg, ,3,1.1934,1,2,1.5237,7,0,7,7,0
1,1,133,1,3,2,137, man183.jpg, cue_3.jpg,2,1.6414,2,4,1.7162,3,5.3114,0,2,1.1328
1,1,134,3,0,0,16, man027.jpg, ,3,1.1222,1,4,3.7629,7,0,7,7,0
1,1,135,2,3,2,237, man330.jpg, cue_3.jpg,2,2.6348,1,2,0.7946,4,0.8319,1,4,0.5497
1,1,136,2,4,4,196, man268.jpg, cue_4.jpg,1,2.853,3,2,0.7167,2,1.6638,1,4,0.7101
1,1,137,3,0,0,36, man057.jpg, ,3,1.4712,1,4,0.5931,7,0,7,7,0
1,1,138,2,3,2,44, man066.jpg, cue_3.jpg,1,1.2617,3,4,0.5684,4,1.2477,1,4,0.5234
1,1,139,2,2,3,107, man147.jpg, cue_2.jpg,1,1.675,3,3,1.2682,1,0.7682,1,4,0.5262
1,1,140,2,1,1,53, man077.jpg, cue_1.jpg,2,1.565,1,2,1.0188,3,4.3195,1,2,0.7456
1,1,141,2,4,4,29, man047.jpg, cue_4.jpg,2,1.7924,1,4,0.6608,2,0.7038,1,4,0.3948
1,1,142,2,2,3,124, man166.jpg, cue_2.jpg,2,1.5645,1,2,1.229,1,1.1197,1,4,0.9058
1,1,143,3,0,0,168, man229.jpg, ,3,0.9368,1,4,0.4012,7,0,7,7,0
1,1,144,1,4,4,23, man039.jpg, cue_4.jpg,2,3.4297,2,3,1.3334,2,1.9196,1,4,0.7147
1,1,145,3,0,0,228, man314.jpg, ,3,0.9314,1,4,0.3463,7,0,7,7,0
1,1,146,3,0,0,179, man244.jpg, ,1,2.4028,0,3,0.8772,2,11.6799,0,1,0.8465
1,1,147,1,2,3,71, man102.jpg, cue_2.jpg,1,1.1176,1,4,0.4638,1,5.4083,1,3,0.8732
1,1,148,2,3,2,221, man306.jpg, cue_3.jpg,1,4.0102,3,3,0.7857,4,1.1838,1,4,0.5567
1,1,149,2,1,1,136, man182.jpg, cue_1.jpg,2,1.3885,1,4,0.6259,3,1.0565,1,4,0.4906
1,1,150,2,1,1,56, man082.jpg, cue_1.jpg,1,1.7074,3,3,1.1074,3,1.9199,1,4,0.7074
1,1,151,3,0,0,219, man304.jpg, ,3,8.1393,1,1,1.4904,7,0,7,7,0
1,1,152,3,0,0,135, man180.jpg, ,3,0.9239,1,4,0.3745,7,0,7,7,0
1,1,153,2,4,4,35, man056.jpg, cue_4.jpg,1,1.6072,3,4,0.5668,2,5.4074,1,3,0.6835
1,1,154,2,1,1,210, man291.jpg, cue_1.jpg,1,2.0201,3,2,2.9268,3,0.5436,1,2,1.1644
1,1,155,1,3,2,73, man105.jpg, cue_3.jpg,1,2.5898,1,3,0.7558,4,1.0557,1,3,1.2865
1,1,156,2,3,2,208, man287.jpg, cue_3.jpg,1,4.1636,3,3,1.4632,2,3.7118,0,2,0.9414
1,1,157,1,1,1,13, man023.jpg, cue_1.jpg,2,2.7955,2,2,1.014,3,0.9274,1,4,0.7073
1,1,158,3,0,0,153, man203.jpg, ,3,7.115,1,2,1.0084,7,0,7,7,0
1,1,159,1,1,1,90, man124.jpg, cue_1.jpg,1,6.3796,1,2,0.7835,3,1.1199,1,4,0.4312
1,1,160,1,4,4,43, man064.jpg, cue_4.jpg,1,4.8653,1,2,2.4859,4,2.6876,0,1,1.1642
1,1,161,3,0,0,52, man076.jpg, ,3,1.3126,1,4,0.6625,7,0,7,7,0
1,1,162,3,0,0,22, man036.jpg, ,3,0.8025,1,4,0.3683,7,0,7,7,0
1,1,163,2,4,4,174, man237.jpg, cue_4.jpg,1,2.3423,3,3,2.6115,2,1.4079,1,4,0.5223
1,1,164,1,4,4,216, man301.jpg, cue_4.jpg,1,1.6737,1,3,0.9149,2,1.8877,1,4,0.5247
1,1,165,2,3,2,115, man157.jpg, cue_3.jpg,1,3.3404,3,4,0.9758,4,6.6552,1,4,0.5252
1,1,166,1,2,3,62, man091.jpg, cue_2.jpg,1,3.902,1,4,0.6663,1,0.6715,1,4,0.3348
1,1,167,3,0,0,171, man233.jpg, ,3,1.1515,1,4,0.3118,7,0,7,7,0
1,1,168,3,0,0,138, man184.jpg, ,3,0.7999,1,4,0.2376,7,0,7,7,0
1,1,169,3,0,0,85, man118.jpg, ,3,1.2249,1,4,0.3384,7,0,7,7,0
1,1,170,2,4,4,224, man310.jpg, cue_4.jpg,1,1.4359,3,4,0.5591,2,0.8641,1,4,0.3859
1,1,171,1,4,4,102, man138.jpg, cue_4.jpg,3,1.5432,0,2,0.7229,7,0,7,7,0
1,1,172,3,0,0,116, man158.jpg, ,3,0.7969,1,4,0.6025,7,0,7,7,0
1,1,173,3,0,0,64, man093.jpg, ,3,3.2075,1,1,0.813,7,0,7,7,0
1,1,174,3,0,0,98, man134.jpg, ,3,8.7712,1,2,0.787,7,0,7,7,0
1,1,175,3,0,0,172, man234.jpg, ,3,1.1276,1,4,0.4078,7,0,7,7,0
1,1,176,3,0,0,21, man035.jpg, ,3,0.9236,1,4,0.3725,7,0,7,7,0
1,1,177,1,1,1,155, man206.jpg, cue_1.jpg,1,2.5706,1,2,1.2301,3,4.7032,1,3,0.7721
1,1,178,3,0,0,24, man040.jpg, ,3,0.9051,1,4,0.336,7,0,7,7,0
1,1,179,1,4,4,95, man130.jpg, cue_4.jpg,2,3.6901,2,3,0.7824,2,0.6398,1,4,0.4176
1,1,180,3,0,0,63, man092.jpg, ,3,0.7415,1,4,0.374,7,0,7,7,0
1,1,181,1,2,3,86, man120.jpg, cue_2.jpg,1,2.5721,1,2,0.8474,2,0.8641,0,3,0.9328
1,1,182,3,0,0,92, man126.jpg, ,3,0.7089,1,4,0.3428,7,0,7,7,0
1,1,183,3,0,0,167, man228.jpg, ,3,0.7657,1,4,0.2687,7,0,7,7,0
1,1,184,3,0,0,149, man198.jpg, ,1,5.4466,0,2,0.9777,2,0.6398,0,1,0.461
1,1,185,1,3,2,45, man067.jpg, cue_3.jpg,1,2.5893,1,3,1.2015,4,0.8638,1,4,0.6502
1,1,186,1,2,3,99, man135.jpg, cue_2.jpg,1,3.841,1,4,0.7224,1,0.5122,1,4,0.3661
1,1,187,1,3,2,197, man271.jpg, cue_3.jpg,1,2.4999,1,2,1.3388,4,4.0319,1,3,0.9346
1,1,188,1,4,4,123, man165.jpg, cue_4.jpg,3,3.6229,0,2,0.8785,7,0,7,7,0
1,1,189,3,0,0,32, man052.jpg, ,3,2.0759,1,4,1.3031,7,0,7,7,0
1,1,190,1,3,2,68, man099.jpg, cue_3.jpg,1,1.1902,1,3,0.5956,4,0.7995,1,4,0.5177
1,1,191,2,4,4,230, man316.jpg, cue_4.jpg,2,1.0635,1,4,0.6987,2,3.232,1,4,0.549
1,1,192,1,1,1,50, man073.jpg, cue_1.jpg,1,2.595,1,4,0.374,3,0.5438,1,4,0.6229
1,1,193,2,4,4,76, man108.jpg, cue_4.jpg,2,2.5701,1,3,0.9417,2,0.7038,1,4,0.5518
1,1,194,1,3,2,165, man222.jpg, cue_3.jpg,1,7.0139,1,2,2.7993,1,2.848,0,1,1.1213
1,1,195,1,1,1,48, man071.jpg, cue_1.jpg,1,3.3355,1,3,1.4033,2,1.0881,0,2,1.0581
1,1,196,3,0,0,34, man055.jpg, ,3,1.5305,1,4,0.4102,7,0,7,7,0
1,1,197,1,1,1,234, man327.jpg, cue_1.jpg,1,1.5978,1,3,2.4906,3,0.7996,1,4,0.4153
1,1,198,2,3,2,164, man221.jpg, cue_3.jpg,2,1.4112,1,4,0.696,4,5.4717,1,4,0.5482
1,1,199,3,0,0,88, man122.jpg, ,3,1.0496,1,4,0.3417,7,0,7,7,0
1,1,200,3,0,0,148, man197.jpg, ,3,0.941,1,4,0.3088,7,0,7,7,0
1,1,201,3,0,0,78, man110.jpg, ,3,0.6853,1,4,0.3363,7,0,7,7,0
1,1,202,1,2,3,207, man284.jpg, cue_2.jpg,1,4.8396,1,2,0.7626,1,2.8802,1,4,0.7068
1,1,203,1,3,2,152, man202.jpg, cue_3.jpg,1,2.7945,1,4,0.597,4,0.5121,1,4,0.3894
1,1,204,2,4,4,104, man141.jpg, cue_4.jpg,1,1.8347,3,3,0.5251,2,0.608,1,4,0.4285
1,1,205,1,3,2,200, man276.jpg, cue_3.jpg,1,5.8238,1,3,0.5712,4,0.5117,1,2,0.6853
1,1,206,1,2,3,160, man212.jpg, cue_2.jpg,1,3.8778,1,2,0.915,1,0.5112,1,4,0.5495
1,1,207,3,0,0,25, man041.jpg, ,3,2.9801,1,1,0.5347,7,0,7,7,0
1,1,208,3,0,0,187, man253.jpg, ,3,1.091,1,4,0.4079,7,0,7,7,0
1,1,209,1,4,4,5, man010.jpg, cue_4.jpg,1,3.2119,1,3,2.1329,2,3.2958,1,3,0.8003
1,1,210,2,4,4,117, man159.jpg, cue_4.jpg,3,4.9959,0,1,0.5619,7,0,7,7,0
1,1,211,1,3,2,118, man160.jpg, cue_3.jpg,1,2.1751,1,2,1.3931,3,4.5438,0,3,0.7139
1,1,212,1,2,3,89, man123.jpg, cue_2.jpg,1,1.6012,1,2,1.3891,2,3.9679,0,2,1.1308
1,1,213,1,4,4,217, man302.jpg, cue_4.jpg,1,3.2017,1,3,0.9544,2,1.5997,1,2,0.7349
1,1,214,2,2,3,180, man245.jpg, cue_2.jpg,1,2.725,3,4,0.6904,1,0.7678,1,3,0.897
1,1,215,2,4,4,133, man178.jpg, cue_4.jpg,2,5.4437,1,3,0.7812,2,0.7358,1,3,0.7823
1,1,216,3,0,0,7, man014.jpg, ,3,0.9625,1,4,0.4102,7,0,7,7,0
1,1,217,2,2,3,134, man179.jpg, cue_2.jpg,2,1.2948,1,3,1.2384,1,0.8317,1,4,0.3519
1,1,218,1,4,4,204, man281.jpg, cue_4.jpg,1,1.7023,1,3,1.2944,2,1.4074,1,3,0.7165
1,1,219,3,0,0,60, man088.jpg, ,3,1.5076,1,4,0.436,7,0,7,7,0
1,1,220,1,1,1,28, man045.jpg, cue_1.jpg,1,2.4389,1,3,1.2957,3,0.5438,1,4,0.3857
1,1,221,3,0,0,106, man145.jpg, ,3,0.8071,1,4,0.3086,7,0,7,7,0
1,1,222,2,1,1,220, man305.jpg, cue_1.jpg,1,3.7893,3,4,1.55,3,0.4797,1,4,0.3597
1,1,223,2,3,2,185, man250.jpg, cue_3.jpg,1,4.2857,3,4,0.6978,4,0.4796,1,4,0.4554
1,1,224,2,1,1,41, man062.jpg, cue_1.jpg,3,2.1217,0,4,0.369,7,0,7,7,0
1,1,225,1,4,4,69, man100.jpg, cue_4.jpg,1,4.5181,1,3,0.6615,2,0.4156,1,4,0.3623
1,1,226,2,3,2,198, man273.jpg, cue_3.jpg,1,2.4002,3,4,0.7314,4,0.4798,1,4,0.3915
1,1,227,1,2,3,151, man201.jpg, cue_2.jpg,1,1.163,1,4,2.0113,1,1.0882,1,4,0.3929
1,1,228,2,3,2,2, man004.jpg, cue_3.jpg,1,6.1901,3,3,0.6025,2,0.8959,0,2,0.6187
1,1,229,2,3,2,190, man257.jpg, cue_3.jpg,3,3.6223,0,2,0.8456,7,0,7,7,0
1,1,230,3,0,0,47, man070.jpg, ,3,0.7993,1,4,0.3633,7,0,7,7,0
1,1,231,2,2,3,143, man189.jpg, cue_2.jpg,2,2.467,1,2,1.3386,1,0.8637,1,4,0.3342
1,1,232,1,4,4,141, man187.jpg, cue_4.jpg,1,2.7243,1,2,1.0106,2,0.6721,1,3,0.5556
1,1,233,2,1,1,122, man164.jpg, cue_1.jpg,2,3.5297,1,3,2.8692,3,2.1117,1,3,1.2185
1,1,234,1,3,2,130, man172.jpg, cue_3.jpg,1,6.6614,1,4,0.9735,4,4.7999,1,2,0.9387
1,1,235,1,1,1,103, man139.jpg, cue_1.jpg,1,2.3766,1,3,0.6926,3,0.6716,1,4,0.5522
1,1,236,1,2,3,178, man242.jpg, cue_2.jpg,1,2.7606,1,4,0.5005,1,0.6719,1,4,0.4502
1,1,237,1,2,3,17, man029.jpg, cue_2.jpg,1,3.2043,1,3,1.1017,1,2.0154,1,3,0.7459
1,1,238,2,4,4,147, man196.jpg, cue_4.jpg,1,2.1116,3,4,0.4068,2,0.8639,1,4,0.3203
1,1,239,2,1,1,8, man015.jpg, cue_1.jpg,2,4.0725,1,3,0.5249,3,0.5118,1,3,0.6719
1,1,240,2,4,4,199, man275.jpg, cue_4.jpg,1,3.1775,3,2,0.596,2,0.7037,1,1,0.9723
2,1,1,1,2,1,6, man013.jpg, cue_2.jpg,1,1.1485,1,4,1.738,2,1.1827,1,4,1.5369
2,1,2,1,3,4,131, man174.jpg, cue_3.jpg,1,2.566,1,3,1.4013,3,1.0874,1,4,1.2804
